price,quantity,created_at
426707.0,0.158085,2019-03-03 14:00:11.963290
426707.78,1.9,2019-03-03 14:00:11.963290
426715.073,0.062,2019-03-03 14:00:11.963290
426732.999,0.02,2019-03-03 14:00:11.963290
426743.0,0.05,2019-03-03 14:00:11.963290
426751.0,0.3,2019-03-03 14:00:11.963290
426755.999,0.05,2019-03-03 14:00:11.963290
426780.70963,0.002,2019-03-03 14:00:11.963290
426780.989,0.05,2019-03-03 14:00:11.963290
426780.999,0.05,2019-03-03 14:00:11.963290
426787.0,0.05,2019-03-03 14:00:11.963290
426797.39,0.3202866,2019-03-03 14:00:11.963290
426799.99,0.004,2019-03-03 14:00:11.963290
426800.0,0.05,2019-03-03 14:00:11.963290
426803.99,0.05,2019-03-03 14:00:11.963290
426810.0,0.029,2019-03-03 14:00:11.963290
426811.31157,0.20392149,2019-03-03 14:00:11.963290
426817.0,0.21759413,2019-03-03 14:00:11.963290
426818.0,0.05,2019-03-03 14:00:11.963290
426826.99,0.05,2019-03-03 14:00:11.963290
426830.0,0.05,2019-03-03 14:00:11.963290
426715.073,0.062,2019-03-03 14:00:13.128994
426732.999,0.02,2019-03-03 14:00:13.128994
426743.0,0.05,2019-03-03 14:00:13.128994
426751.0,0.3,2019-03-03 14:00:13.128994
426755.999,0.05,2019-03-03 14:00:13.128994
426771.91,0.002,2019-03-03 14:00:13.128994
426780.989,0.05,2019-03-03 14:00:13.128994
426780.999,0.05,2019-03-03 14:00:13.128994
426787.0,0.05,2019-03-03 14:00:13.128994
426798.67,0.004,2019-03-03 14:00:13.128994
426800.0,0.05,2019-03-03 14:00:13.128994
426803.99,0.05,2019-03-03 14:00:13.128994
426810.0,0.029,2019-03-03 14:00:13.128994
426810.39,0.1094,2019-03-03 14:00:13.128994
426811.31157,0.20392149,2019-03-03 14:00:13.128994
426812.78,0.3202866,2019-03-03 14:00:13.128994
426817.0,0.21759413,2019-03-03 14:00:13.128994
426818.0,0.05,2019-03-03 14:00:13.128994
426826.99,0.05,2019-03-03 14:00:13.128994
426830.0,0.05,2019-03-03 14:00:13.128994
426844.001,0.01,2019-03-03 14:00:13.128994
426732.999,0.04,2019-03-03 14:00:14.277029
426743.0,0.05,2019-03-03 14:00:14.277029
426751.0,0.3,2019-03-03 14:00:14.277029
426755.999,0.05,2019-03-03 14:00:14.277029
426771.9,0.002,2019-03-03 14:00:14.277029
426780.989,0.05,2019-03-03 14:00:14.277029
426780.999,0.05,2019-03-03 14:00:14.277029
426787.0,0.05,2019-03-03 14:00:14.277029
426798.0,0.3202866,2019-03-03 14:00:14.277029
426799.98,0.004,2019-03-03 14:00:14.277029
426800.0,0.05,2019-03-03 14:00:14.277029
426810.0,0.029,2019-03-03 14:00:14.277029
426816.99,0.4457,2019-03-03 14:00:14.277029
426817.0,0.21759413,2019-03-03 14:00:14.277029
426818.0,0.05,2019-03-03 14:00:14.277029
426826.99,0.05,2019-03-03 14:00:14.277029
426830.0,0.05,2019-03-03 14:00:14.277029
426844.001,0.01,2019-03-03 14:00:14.277029
426853.68,0.08003,2019-03-03 14:00:14.277029
426854.0,0.05,2019-03-03 14:00:14.277029
426879.45568,0.008,2019-03-03 14:00:14.277029
426707.78,2.101,2019-03-03 14:00:15.463668
426712.78,0.01,2019-03-03 14:00:15.463668
426715.26,0.3202866,2019-03-03 14:00:15.463668
426721.999,0.05,2019-03-03 14:00:15.463668
426732.99,0.45551,2019-03-03 14:00:15.463668
426732.999,0.04,2019-03-03 14:00:15.463668
426743.0,0.05,2019-03-03 14:00:15.463668
426751.0,0.3,2019-03-03 14:00:15.463668
426755.999,0.05,2019-03-03 14:00:15.463668
426759.26,0.125,2019-03-03 14:00:15.463668
426780.68963,0.002,2019-03-03 14:00:15.463668
426780.989,0.05,2019-03-03 14:00:15.463668
426780.999,0.05,2019-03-03 14:00:15.463668
426787.0,0.05,2019-03-03 14:00:15.463668
426798.66,0.004,2019-03-03 14:00:15.463668
426800.0,0.05,2019-03-03 14:00:15.463668
426803.09,0.05,2019-03-03 14:00:15.463668
426810.0,0.029,2019-03-03 14:00:15.463668
426817.0,0.21759413,2019-03-03 14:00:15.463668
426818.0,0.05,2019-03-03 14:00:15.463668
426826.99,0.05,2019-03-03 14:00:15.463668
426646.0,0.02,2019-03-03 14:00:16.612985
426705.88,0.1,2019-03-03 14:00:16.612985
426707.78,2.101,2019-03-03 14:00:16.612985
426712.77,0.002,2019-03-03 14:00:16.612985
426712.78,0.01,2019-03-03 14:00:16.612985
426712.79,0.49999998,2019-03-03 14:00:16.612985
426721.999,0.1,2019-03-03 14:00:16.612985
426722.999,0.05,2019-03-03 14:00:16.612985
426732.99,0.05,2019-03-03 14:00:16.612985
426732.999,0.04,2019-03-03 14:00:16.612985
426736.999,0.02,2019-03-03 14:00:16.612985
426751.0,0.3,2019-03-03 14:00:16.612985
426755.999,0.05,2019-03-03 14:00:16.612985
426759.25,0.002,2019-03-03 14:00:16.612985
426759.26,0.125,2019-03-03 14:00:16.612985
426780.989,0.05,2019-03-03 14:00:16.612985
426780.999,0.05,2019-03-03 14:00:16.612985
426787.0,0.05,2019-03-03 14:00:16.612985
426798.65,0.004,2019-03-03 14:00:16.612985
426800.0,0.05,2019-03-03 14:00:16.612985
426803.09,0.05,2019-03-03 14:00:16.612985
426646.0,0.02,2019-03-03 14:00:17.732438
426700.999,0.05,2019-03-03 14:00:17.732438
426705.87,0.7338,2019-03-03 14:00:17.732438
426705.88,0.1,2019-03-03 14:00:17.732438
426707.76,0.006,2019-03-03 14:00:17.732438
426707.78,2.101,2019-03-03 14:00:17.732438
426707.99,0.05,2019-03-03 14:00:17.732438
426712.78,0.01,2019-03-03 14:00:17.732438
426716.01,0.49999998,2019-03-03 14:00:17.732438
426721.999,0.1,2019-03-03 14:00:17.732438
426722.999,0.05,2019-03-03 14:00:17.732438
426732.99,0.05,2019-03-03 14:00:17.732438
426732.999,0.04,2019-03-03 14:00:17.732438
426736.999,0.02,2019-03-03 14:00:17.732438
426748.36,0.11109,2019-03-03 14:00:17.732438
426751.0,0.3,2019-03-03 14:00:17.732438
426755.999,0.05,2019-03-03 14:00:17.732438
426759.25,0.002,2019-03-03 14:00:17.732438
426759.26,0.125,2019-03-03 14:00:17.732438
426780.989,0.05,2019-03-03 14:00:17.732438
426780.999,0.05,2019-03-03 14:00:17.732438
426707.78,2.065,2019-03-03 14:00:18.836430
426707.99,0.05,2019-03-03 14:00:18.836430
426712.78,0.01,2019-03-03 14:00:18.836430
426722.999,0.05,2019-03-03 14:00:18.836430
426732.999,0.04,2019-03-03 14:00:18.836430
426736.56,0.125,2019-03-03 14:00:18.836430
426736.999,0.04,2019-03-03 14:00:18.836430
426746.0,0.49999998,2019-03-03 14:00:18.836430
426748.36,0.11109,2019-03-03 14:00:18.836430
426751.0,0.3,2019-03-03 14:00:18.836430
426755.999,0.05,2019-03-03 14:00:18.836430
426759.24,0.002,2019-03-03 14:00:18.836430
426780.989,0.05,2019-03-03 14:00:18.836430
426780.999,0.05,2019-03-03 14:00:18.836430
426787.0,0.05,2019-03-03 14:00:18.836430
426798.49279,0.004,2019-03-03 14:00:18.836430
426800.0,0.05,2019-03-03 14:00:18.836430
426804.9,0.05,2019-03-03 14:00:18.836430
426810.0,0.029,2019-03-03 14:00:18.836430
426817.0,0.21759413,2019-03-03 14:00:18.836430
426818.0,0.05,2019-03-03 14:00:18.836430
426707.78,1.39740587,2019-03-03 14:00:19.968987
426707.99,0.05,2019-03-03 14:00:19.968987
426712.78,0.01,2019-03-03 14:00:19.968987
426716.47,0.10701,2019-03-03 14:00:19.968987
426722.999,0.05,2019-03-03 14:00:19.968987
426732.999,0.04,2019-03-03 14:00:19.968987
426736.56,0.125,2019-03-03 14:00:19.968987
426736.999,0.04,2019-03-03 14:00:19.968987
426751.0,0.3,2019-03-03 14:00:19.968987
426755.999,0.05,2019-03-03 14:00:19.968987
426759.23,0.002,2019-03-03 14:00:19.968987
426780.989,0.05,2019-03-03 14:00:19.968987
426780.999,0.05,2019-03-03 14:00:19.968987
426787.0,0.05,2019-03-03 14:00:19.968987
426798.98,0.004,2019-03-03 14:00:19.968987
426800.0,0.05,2019-03-03 14:00:19.968987
426804.9,0.05,2019-03-03 14:00:19.968987
426805.99,0.49999998,2019-03-03 14:00:19.968987
426810.0,0.029,2019-03-03 14:00:19.968987
426817.0,0.21759413,2019-03-03 14:00:19.968987
426818.0,0.05,2019-03-03 14:00:19.968987
426707.77,0.0509949,2019-03-03 14:00:21.099393
426707.78,1.39740587,2019-03-03 14:00:21.099393
426707.99,0.05,2019-03-03 14:00:21.099393
426712.78,0.01,2019-03-03 14:00:21.099393
426722.999,0.05,2019-03-03 14:00:21.099393
426732.999,0.04,2019-03-03 14:00:21.099393
426736.999,0.06,2019-03-03 14:00:21.099393
426751.0,0.3,2019-03-03 14:00:21.099393
426755.999,0.05,2019-03-03 14:00:21.099393
426759.22,0.002,2019-03-03 14:00:21.099393
426761.0,0.49999998,2019-03-03 14:00:21.099393
426780.989,0.05,2019-03-03 14:00:21.099393
426780.999,0.05,2019-03-03 14:00:21.099393
426787.0,0.05,2019-03-03 14:00:21.099393
426799.99,0.004,2019-03-03 14:00:21.099393
426800.0,0.05,2019-03-03 14:00:21.099393
426804.9,0.05,2019-03-03 14:00:21.099393
426810.0,0.029,2019-03-03 14:00:21.099393
426817.0,0.21759413,2019-03-03 14:00:21.099393
426818.0,0.05,2019-03-03 14:00:21.099393
426821.0,0.05,2019-03-03 14:00:21.099393
426700.999,0.05,2019-03-03 14:00:22.271666
426707.77,0.0509949,2019-03-03 14:00:22.271666
426707.78,1.39740587,2019-03-03 14:00:22.271666
426708.0,0.05,2019-03-03 14:00:22.271666
426710.94,0.05,2019-03-03 14:00:22.271666
426712.78,0.01,2019-03-03 14:00:22.271666
426722.999,0.05,2019-03-03 14:00:22.271666
426729.59,0.11175,2019-03-03 14:00:22.271666
426732.999,0.04,2019-03-03 14:00:22.271666
426736.999,0.06,2019-03-03 14:00:22.271666
426751.0,0.3,2019-03-03 14:00:22.271666
426755.999,0.05,2019-03-03 14:00:22.271666
426759.21,0.002,2019-03-03 14:00:22.271666
426761.01,0.49999998,2019-03-03 14:00:22.271666
426779.989,0.21756413,2019-03-03 14:00:22.271666
426780.989,0.05,2019-03-03 14:00:22.271666
426780.999,0.05,2019-03-03 14:00:22.271666
426787.0,0.05,2019-03-03 14:00:22.271666
426798.96,0.004,2019-03-03 14:00:22.271666
426800.0,0.05,2019-03-03 14:00:22.271666
426804.9,0.05,2019-03-03 14:00:22.271666
426707.78,1.28083664,2019-03-03 14:00:23.440652
426708.0,0.05,2019-03-03 14:00:23.440652
426710.94,0.05,2019-03-03 14:00:23.440652
426712.78,0.01,2019-03-03 14:00:23.440652
426722.999,0.05,2019-03-03 14:00:23.440652
426729.59,0.11175,2019-03-03 14:00:23.440652
426732.999,0.04,2019-03-03 14:00:23.440652
426736.999,0.06,2019-03-03 14:00:23.440652
426751.0,0.3,2019-03-03 14:00:23.440652
426755.999,0.05,2019-03-03 14:00:23.440652
426759.21,0.002,2019-03-03 14:00:23.440652
426779.989,0.21756413,2019-03-03 14:00:23.440652
426780.989,0.05,2019-03-03 14:00:23.440652
426780.999,0.05,2019-03-03 14:00:23.440652
426787.0,0.05,2019-03-03 14:00:23.440652
426787.23,0.49999998,2019-03-03 14:00:23.440652
426799.98,0.004,2019-03-03 14:00:23.440652
426800.0,0.05,2019-03-03 14:00:23.440652
426810.0,0.029,2019-03-03 14:00:23.440652
426818.0,0.05,2019-03-03 14:00:23.440652
426830.0,0.05,2019-03-03 14:00:23.440652
426682.23,4.5883316,2019-03-03 14:00:24.640967
426687.23,0.02,2019-03-03 14:00:24.640967
426698.999,0.05,2019-03-03 14:00:24.640967
426707.78,1.28083664,2019-03-03 14:00:24.640967
426708.0,0.05,2019-03-03 14:00:24.640967
426710.94,0.05,2019-03-03 14:00:24.640967
426712.78,0.01,2019-03-03 14:00:24.640967
426720.0,0.49999998,2019-03-03 14:00:24.640967
426722.999,0.05,2019-03-03 14:00:24.640967
426729.59,0.11175,2019-03-03 14:00:24.640967
426732.999,0.04,2019-03-03 14:00:24.640967
426736.999,0.06,2019-03-03 14:00:24.640967
426751.0,0.3,2019-03-03 14:00:24.640967
426755.999,0.05,2019-03-03 14:00:24.640967
426759.2,0.002,2019-03-03 14:00:24.640967
426779.98,0.4135,2019-03-03 14:00:24.640967
426779.989,0.21756413,2019-03-03 14:00:24.640967
426780.989,0.05,2019-03-03 14:00:24.640967
426780.999,0.05,2019-03-03 14:00:24.640967
426786.08,0.125,2019-03-03 14:00:24.640967
426787.0,0.05,2019-03-03 14:00:24.640967
426681.99,0.05,2019-03-03 14:00:25.728947
426736.999,0.02,2019-03-03 14:00:25.728947
426738.78,0.10799,2019-03-03 14:00:25.728947
426751.0,0.22175,2019-03-03 14:00:25.728947
426755.999,0.05,2019-03-03 14:00:25.728947
426759.19,0.002,2019-03-03 14:00:25.728947
426767.0,0.49999998,2019-03-03 14:00:25.728947
426779.989,0.21756413,2019-03-03 14:00:25.728947
426780.989,0.05,2019-03-03 14:00:25.728947
426780.999,0.05,2019-03-03 14:00:25.728947
426786.08,0.125,2019-03-03 14:00:25.728947
426787.0,0.05,2019-03-03 14:00:25.728947
426798.49279,0.004,2019-03-03 14:00:25.728947
426800.0,0.05,2019-03-03 14:00:25.728947
426810.0,0.029,2019-03-03 14:00:25.728947
426818.0,0.05,2019-03-03 14:00:25.728947
426830.0,0.05,2019-03-03 14:00:25.728947
426831.78,0.08003,2019-03-03 14:00:25.728947
426836.59,0.05,2019-03-03 14:00:25.728947
426844.001,0.01,2019-03-03 14:00:25.728947
426879.45568,0.008,2019-03-03 14:00:25.728947
426736.999,0.02,2019-03-03 14:00:26.835407
426751.0,0.22175,2019-03-03 14:00:26.835407
426755.999,0.05,2019-03-03 14:00:26.835407
426776.0,0.49999998,2019-03-03 14:00:26.835407
426779.54,0.05,2019-03-03 14:00:26.835407
426779.979,0.002,2019-03-03 14:00:26.835407
426779.989,0.21756413,2019-03-03 14:00:26.835407
426780.989,0.05,2019-03-03 14:00:26.835407
426780.999,0.05,2019-03-03 14:00:26.835407
426786.08,0.125,2019-03-03 14:00:26.835407
426787.0,0.16012,2019-03-03 14:00:26.835407
426799.99,0.4131,2019-03-03 14:00:26.835407
426800.0,0.05,2019-03-03 14:00:26.835407
426810.0,0.029,2019-03-03 14:00:26.835407
426817.99,0.004,2019-03-03 14:00:26.835407
426818.0,0.05,2019-03-03 14:00:26.835407
426830.0,0.05,2019-03-03 14:00:26.835407
426844.001,0.01,2019-03-03 14:00:26.835407
426868.84,0.2,2019-03-03 14:00:26.835407
426875.93,2.101,2019-03-03 14:00:26.835407
426880.0,0.05,2019-03-03 14:00:26.835407
426736.99,0.40551,2019-03-03 14:00:27.911020
426736.999,0.02,2019-03-03 14:00:27.911020
426751.0,0.22175,2019-03-03 14:00:27.911020
426755.999,0.05,2019-03-03 14:00:27.911020
426771.07,0.125,2019-03-03 14:00:27.911020
426776.0,0.49999998,2019-03-03 14:00:27.911020
426779.54,0.05,2019-03-03 14:00:27.911020
426779.979,0.002,2019-03-03 14:00:27.911020
426779.989,0.21756413,2019-03-03 14:00:27.911020
426780.989,0.05,2019-03-03 14:00:27.911020
426780.999,0.05,2019-03-03 14:00:27.911020
426787.0,0.05,2019-03-03 14:00:27.911020
426800.0,0.05,2019-03-03 14:00:27.911020
426806.51,0.10424,2019-03-03 14:00:27.911020
426810.0,0.029,2019-03-03 14:00:27.911020
426817.99,0.4171,2019-03-03 14:00:27.911020
426818.0,0.05,2019-03-03 14:00:27.911020
426830.0,0.05,2019-03-03 14:00:27.911020
426844.001,0.01,2019-03-03 14:00:27.911020
426868.84,0.2,2019-03-03 14:00:27.911020
426875.93,2.101,2019-03-03 14:00:27.911020
426686.99,0.01,2019-03-03 14:00:29.006911
426689.999,0.02,2019-03-03 14:00:29.006911
426736.999,0.02,2019-03-03 14:00:29.006911
426751.0,0.22175,2019-03-03 14:00:29.006911
426754.72,0.49999998,2019-03-03 14:00:29.006911
426755.999,0.05,2019-03-03 14:00:29.006911
426771.07,0.125,2019-03-03 14:00:29.006911
426779.53,0.002,2019-03-03 14:00:29.006911
426779.54,0.05,2019-03-03 14:00:29.006911
426779.989,0.21756413,2019-03-03 14:00:29.006911
426780.989,0.05,2019-03-03 14:00:29.006911
426780.999,0.05,2019-03-03 14:00:29.006911
426800.0,0.05,2019-03-03 14:00:29.006911
426810.0,0.029,2019-03-03 14:00:29.006911
426817.98,0.004,2019-03-03 14:00:29.006911
426818.0,0.05,2019-03-03 14:00:29.006911
426830.0,0.05,2019-03-03 14:00:29.006911
426844.001,0.01,2019-03-03 14:00:29.006911
426848.0,0.05,2019-03-03 14:00:29.006911
426850.24,0.08003,2019-03-03 14:00:29.006911
426850.96,0.10691,2019-03-03 14:00:29.006911
426686.99,0.01,2019-03-03 14:00:30.081164
426689.999,0.02,2019-03-03 14:00:30.081164
426736.999,0.02,2019-03-03 14:00:30.081164
426751.0,0.22175,2019-03-03 14:00:30.081164
426755.999,0.05,2019-03-03 14:00:30.081164
426771.06,0.002,2019-03-03 14:00:30.081164
426771.07,0.125,2019-03-03 14:00:30.081164
426775.99,0.4135,2019-03-03 14:00:30.081164
426776.35,0.49999998,2019-03-03 14:00:30.081164
426779.54,0.05,2019-03-03 14:00:30.081164
426779.989,0.21756413,2019-03-03 14:00:30.081164
426780.989,0.05,2019-03-03 14:00:30.081164
426780.999,0.05,2019-03-03 14:00:30.081164
426800.0,0.05,2019-03-03 14:00:30.081164
426810.0,0.029,2019-03-03 14:00:30.081164
426817.98,0.004,2019-03-03 14:00:30.081164
426818.0,0.05,2019-03-03 14:00:30.081164
426830.0,0.05,2019-03-03 14:00:30.081164
426844.001,0.01,2019-03-03 14:00:30.081164
426850.24,0.08003,2019-03-03 14:00:30.081164
426850.96,0.10691,2019-03-03 14:00:30.081164
426689.999,0.02,2019-03-03 14:00:31.250866
426741.49,0.125,2019-03-03 14:00:31.250866
426751.0,0.15174997,2019-03-03 14:00:31.250866
426755.989,0.002,2019-03-03 14:00:31.250866
426755.999,0.05,2019-03-03 14:00:31.250866
426769.53,0.49999998,2019-03-03 14:00:31.250866
426773.2,0.05,2019-03-03 14:00:31.250866
426779.989,0.21756413,2019-03-03 14:00:31.250866
426780.989,0.05,2019-03-03 14:00:31.250866
426780.999,0.05,2019-03-03 14:00:31.250866
426799.99,0.004,2019-03-03 14:00:31.250866
426800.0,0.05,2019-03-03 14:00:31.250866
426810.0,0.029,2019-03-03 14:00:31.250866
426818.0,0.05,2019-03-03 14:00:31.250866
426830.0,0.05,2019-03-03 14:00:31.250866
426844.001,0.01,2019-03-03 14:00:31.250866
426850.24,0.08003,2019-03-03 14:00:31.250866
426866.83,0.2,2019-03-03 14:00:31.250866
426875.93,2.101,2019-03-03 14:00:31.250866
426879.45568,0.008,2019-03-03 14:00:31.250866
426880.0,0.05,2019-03-03 14:00:31.250866
426689.999,0.02,2019-03-03 14:00:32.331798
426721.04,0.49999998,2019-03-03 14:00:32.331798
426741.49,0.125,2019-03-03 14:00:32.331798
426751.0,0.15174997,2019-03-03 14:00:32.331798
426755.989,0.002,2019-03-03 14:00:32.331798
426755.999,0.05,2019-03-03 14:00:32.331798
426768.53,0.21751889,2019-03-03 14:00:32.331798
426769.52,0.4005,2019-03-03 14:00:32.331798
426773.2,0.05,2019-03-03 14:00:32.331798
426780.989,0.05,2019-03-03 14:00:32.331798
426780.999,0.05,2019-03-03 14:00:32.331798
426799.99,0.004,2019-03-03 14:00:32.331798
426800.0,0.05,2019-03-03 14:00:32.331798
426810.0,0.029,2019-03-03 14:00:32.331798
426811.38,0.11172,2019-03-03 14:00:32.331798
426817.0,0.02,2019-03-03 14:00:32.331798
426818.0,0.05,2019-03-03 14:00:32.331798
426830.0,0.05,2019-03-03 14:00:32.331798
426844.001,0.01,2019-03-03 14:00:32.331798
426846.66,0.2,2019-03-03 14:00:32.331798
426850.24,0.08003,2019-03-03 14:00:32.331798
426672.38,0.124,2019-03-03 14:00:33.469812
426689.99,0.03,2019-03-03 14:00:33.469812
426689.999,0.02,2019-03-03 14:00:33.469812
426721.05,0.49999998,2019-03-03 14:00:33.469812
426741.37,0.1,2019-03-03 14:00:33.469812
426741.49,0.125,2019-03-03 14:00:33.469812
426750.98999,0.002,2019-03-03 14:00:33.469812
426751.0,0.15174997,2019-03-03 14:00:33.469812
426755.999,0.05,2019-03-03 14:00:33.469812
426768.53,0.21751889,2019-03-03 14:00:33.469812
426773.2,0.05,2019-03-03 14:00:33.469812
426780.989,0.05,2019-03-03 14:00:33.469812
426780.999,0.05,2019-03-03 14:00:33.469812
426799.99,0.004,2019-03-03 14:00:33.469812
426800.0,0.05,2019-03-03 14:00:33.469812
426810.0,0.029,2019-03-03 14:00:33.469812
426817.0,0.02,2019-03-03 14:00:33.469812
426818.0,0.05,2019-03-03 14:00:33.469812
426830.0,0.05,2019-03-03 14:00:33.469812
426844.001,0.01,2019-03-03 14:00:33.469812
426846.66,0.2,2019-03-03 14:00:33.469812
426672.38,0.124,2019-03-03 14:00:34.544973
426689.989,0.002,2019-03-03 14:00:34.544973
426689.99,0.03,2019-03-03 14:00:34.544973
426689.999,0.02,2019-03-03 14:00:34.544973
426700.82,0.125,2019-03-03 14:00:34.544973
426702.0,0.05,2019-03-03 14:00:34.544973
426721.39,0.49999998,2019-03-03 14:00:34.544973
426736.46,0.4009,2019-03-03 14:00:34.544973
426750.97999,0.002,2019-03-03 14:00:34.544973
426751.0,0.15174997,2019-03-03 14:00:34.544973
426755.999,0.05,2019-03-03 14:00:34.544973
426768.53,0.21751889,2019-03-03 14:00:34.544973
426780.989,0.05,2019-03-03 14:00:34.544973
426780.999,0.05,2019-03-03 14:00:34.544973
426799.98,0.004,2019-03-03 14:00:34.544973
426800.0,0.05,2019-03-03 14:00:34.544973
426810.0,0.029,2019-03-03 14:00:34.544973
426817.0,0.02,2019-03-03 14:00:34.544973
426818.0,0.05,2019-03-03 14:00:34.544973
426822.19,0.10942,2019-03-03 14:00:34.544973
426830.0,0.05,2019-03-03 14:00:34.544973
426664.999,0.05,2019-03-03 14:00:35.733363
426689.98,0.002,2019-03-03 14:00:35.733363
426689.999,0.02,2019-03-03 14:00:35.733363
426700.82,0.125,2019-03-03 14:00:35.733363
426702.0,0.05,2019-03-03 14:00:35.733363
426717.99,0.4021,2019-03-03 14:00:35.733363
426725.67,0.49999998,2019-03-03 14:00:35.733363
426730.64,0.05,2019-03-03 14:00:35.733363
426749.66,0.105,2019-03-03 14:00:35.733363
426750.98,0.002,2019-03-03 14:00:35.733363
426751.0,0.15174997,2019-03-03 14:00:35.733363
426755.999,0.05,2019-03-03 14:00:35.733363
426768.53,0.21751889,2019-03-03 14:00:35.733363
426780.989,0.05,2019-03-03 14:00:35.733363
426780.999,0.05,2019-03-03 14:00:35.733363
426799.97,0.004,2019-03-03 14:00:35.733363
426800.0,0.05,2019-03-03 14:00:35.733363
426802.13,0.2,2019-03-03 14:00:35.733363
426810.0,0.029,2019-03-03 14:00:35.733363
426817.0,0.02,2019-03-03 14:00:35.733363
426818.0,0.05,2019-03-03 14:00:35.733363
426664.999,0.05,2019-03-03 14:00:36.822939
426671.99,0.05,2019-03-03 14:00:36.822939
426689.979,0.002,2019-03-03 14:00:36.822939
426689.999,0.02,2019-03-03 14:00:36.822939
426699.28,0.49999998,2019-03-03 14:00:36.822939
426702.0,0.05,2019-03-03 14:00:36.822939
426708.45,0.11,2019-03-03 14:00:36.822939
426725.66,0.4017,2019-03-03 14:00:36.822939
426730.64,0.05,2019-03-03 14:00:36.822939
426750.96999,0.002,2019-03-03 14:00:36.822939
426751.0,0.15174997,2019-03-03 14:00:36.822939
426755.999,0.05,2019-03-03 14:00:36.822939
426768.53,0.21751889,2019-03-03 14:00:36.822939
426780.989,0.05,2019-03-03 14:00:36.822939
426780.999,0.05,2019-03-03 14:00:36.822939
426799.96,0.004,2019-03-03 14:00:36.822939
426800.0,0.05,2019-03-03 14:00:36.822939
426802.13,0.2,2019-03-03 14:00:36.822939
426810.0,0.029,2019-03-03 14:00:36.822939
426817.0,0.02,2019-03-03 14:00:36.822939
426818.0,0.05,2019-03-03 14:00:36.822939
426671.99,0.05,2019-03-03 14:00:37.927460
426689.969,0.002,2019-03-03 14:00:37.927460
426689.999,0.02,2019-03-03 14:00:37.927460
426699.29,0.49999998,2019-03-03 14:00:37.927460
426702.0,0.05,2019-03-03 14:00:37.927460
426721.4,0.11108,2019-03-03 14:00:37.927460
426730.63,0.4017,2019-03-03 14:00:37.927460
426730.64,0.05,2019-03-03 14:00:37.927460
426749.65,0.002,2019-03-03 14:00:37.927460
426751.0,0.15174997,2019-03-03 14:00:37.927460
426755.999,0.05,2019-03-03 14:00:37.927460
426768.53,0.21751889,2019-03-03 14:00:37.927460
426780.989,0.05,2019-03-03 14:00:37.927460
426780.999,0.05,2019-03-03 14:00:37.927460
426799.96,0.004,2019-03-03 14:00:37.927460
426800.0,0.05,2019-03-03 14:00:37.927460
426810.0,0.029,2019-03-03 14:00:37.927460
426811.71,0.08003,2019-03-03 14:00:37.927460
426817.0,0.04,2019-03-03 14:00:37.927460
426818.0,0.05,2019-03-03 14:00:37.927460
426830.0,0.05,2019-03-03 14:00:37.927460
426671.99,0.05,2019-03-03 14:00:39.091517
426689.959,0.002,2019-03-03 14:00:39.091517
426689.999,0.02,2019-03-03 14:00:39.091517
426702.0,0.05,2019-03-03 14:00:39.091517
426720.59,0.49999998,2019-03-03 14:00:39.091517
